NAME	SIZE	ES	NES	NOM.p.val	FDR.q.val	FWER.p.val	RANK.AT.MAX	PERCENT_LEAD	PERCENT_LIST	PERCENT_SIGNAL	DIRECTION	NUM_DE
REACTOME_METABOLISM_OF_MRNA	219	-0.54304916	-1.4948218	0.005381166	0.26618344	1	5304	52	23	67	-1	8
REACTOME_METABOLISM_OF_POLYAMINES	15	-0.8227218	-1.5756813	0.01831502	0.21959136	1	862	27	4	28	-1	4
REACTOME_METABOLISM_OF_RNA	264	-0.5373557	-1.5054537	0.0022335278	0.26116344	1	5304	52	23	67	-1	10
REACTOME_M_G1_TRANSITION	77	-0.60905594	-1.5040207	0.023126464	0.25868478	1	5081	48	22	62	-1	8
REACTOME_MITOTIC_G1_G1_S_PHASES	131	-0.57109195	-1.497732	0.010804158	0.26449937	1	4313	40	19	49	-1	17
REACTOME_MRNA_3_END_PROCESSING	33	0.5351328	1.2910683	0.13706112	0.47014448	1	1692	21	7	23	1	3
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	16	0.6536855	1.3777368	0.11103237	0.41988617	1	3882	56	17	68	1	0
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	117	-0.65314233	-1.6940701	0.0005627462	0.15623502	1	6635	81	29	114	-1	3
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	33	0.5987278	1.4454187	0.060935523	0.3922625	1	2078	21	9	23	1	5
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	41	0.5336502	1.3358321	0.094860576	0.4398765	1	1592	17	7	18	1	7
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	49	-0.66407216	-1.5383104	0.023422861	0.23906402	1	3970	47	17	57	-1	7
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	64	-0.62064016	-1.493234	0.029214852	0.2663681	1	5205	50	23	65	-1	5
REACTOME_PACKAGING_OF_TELOMERE_ENDS	26	-0.7599258	-1.5915811	0.016722973	0.21248098	1	1992	35	9	38	-1	5
REACTOME_PEPTIDE_CHAIN_ELONGATION	96	-0.65418005	-1.6593913	0.0018821486	0.16683026	1	6409	86	28	120	-1	1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	76	-0.6102806	-1.494325	0.02266627	0.26660633	1	3483	26	15	31	-1	6
REACTOME_PERK_REGULATED_GENE_EXPRESSION	27	-0.75718576	-1.6159322	0.015957447	0.20517568	1	1340	33	6	35	-1	6
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	41	0.5766376	1.4392631	0.04510067	0.39058045	1	3374	41	15	49	1	5
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	15	0.6029045	1.2394255	0.21351661	0.51421875	1	258	13	1	13	1	3
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	157	0.49798992	1.5258029	0.003797949	0.3263152	1	3882	36	17	43	1	13
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	38	0.5414243	1.3350222	0.09812958	0.4392867	1	1149	16	5	17	1	4
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	16	0.6421674	1.3321867	0.13272257	0.44255728	1	3039	25	13	29	1	0
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	23	0.56283844	1.2668039	0.1650157	0.48571506	1	1108	17	5	18	1	4
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	40	-0.6622361	-1.4912227	0.036669336	0.26809418	1	4011	52	18	64	-1	7
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	17	0.6353941	1.3474435	0.12228517	0.43754894	1	1756	24	8	25	1	0
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	55	-0.65640455	-1.5469666	0.019990701	0.23392145	1	4625	49	20	61	-1	5
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	40	-0.65544075	-1.4818482	0.04455925	0.27460846	1	4625	50	20	63	-1	3
REACTOME_RNA_POL_I_PROMOTER_OPENING	29	-0.78268015	-1.6808646	0.007953604	0.15762135	1	575	17	3	18	-1	4
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	87	-0.63010633	-1.5790237	0.008894721	0.22000885	1	3872	32	17	39	-1	11
REACTOME_RNA_POL_I_TRANSCRIPTION	54	-0.67498636	-1.5928767	0.009831029	0.21062931	1	3872	35	17	42	-1	7
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	23	-0.70447624	-1.4574362	0.058330484	0.29397005	1	1360	13	6	14	-1	2
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	25	0.55587757	1.2721575	0.15602838	0.48330396	1	2109	20	9	22	1	1
REACTOME_SEMAPHORIN_INTERACTIONS	64	0.523887	1.4108676	0.041124262	0.4148185	1	2109	17	9	19	1	4
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	17	0.6471414	1.3602558	0.11599045	0.4245625	1	37	6	0	6	1	1
REACTOME_SIGNALING_BY_RHO_GTPASES	106	0.4741039	1.3821361	0.03089983	0.4178102	1	1471	14	6	15	1	13
REACTOME_S_PHASE	105	-0.635256	-1.6277146	0.0032628742	0.19490714	1	3882	43	17	51	-1	14
REACTOME_SYNTHESIS_OF_DNA	89	-0.63273597	-1.5862967	0.006238213	0.21706247	1	5081	53	22	68	-1	10
REACTOME_SYNTHESIS_OF_PC	18	0.64440626	1.3813783	0.10180624	0.41819185	1	322	22	1	23	1	5
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	16	0.79412436	1.650805	0.014305816	0.2636	1	2538	38	11	42	1	1
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	116	-0.56872094	-1.4703572	0.01973402	0.28137523	1	4838	42	21	53	-1	9
REACTOME_TELOMERE_MAINTENANCE	52	-0.7085837	-1.6632318	0.0057542766	0.1674315	1	2352	37	10	41	-1	11
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	20	0.5712105	1.2479992	0.19121951	0.5051697	1	1612	20	7	21	1	1
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	65	-0.7244063	-1.7493603	0.0019394301	0.12220873	0.9794	1901	20	8	22	-1	7
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	44	-0.6625345	-1.5051135	0.030159483	0.2597726	1	3970	45	17	55	-1	7
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	23	-0.8153083	-1.6858199	0.006285035	0.15937068	1	1012	26	4	27	-1	6
REACTOME_TRANSLATION	159	-0.6083424	-1.626409	0.0010713807	0.19658163	1	5304	63	23	81	-1	10
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	346	0.37395507	1.2422967	0.019123998	0.5100755	1	1589	16	7	17	1	61
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	71	0.5638408	1.5565022	0.014974543	0.30981436	1	648	17	3	17	1	16
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	31	0.63921535	1.5358145	0.03483769	0.31844383	1	5084	58	22	75	1	1
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	38	-0.65203255	-1.4573171	0.05457691	0.2936284	1	440	16	2	16	-1	8
REACTOME_TRNA_AMINOACYLATION	42	-0.77241486	-1.7465184	0.0024011526	0.1225172	0.9832	3033	57	13	66	-1	11
